	gram_1	gram_2	gram_3	Freq
7680	approach	leadership	include	6
7681	style	member	satisfaction	8
7682	communication	intellectual	stimulation	4
7683	five	decision	process	4
7684	structuring	leadership	occur	3
7685	basic	unit	analysis	9
7686	direct	communication	involve	3
7687	perception	self	relative	4
7688	actor	relate	write	3
7689	charismatic_leadership_theory	message	leader	3
7690	related	personal	advice	4
7691	individual	repertoire	relational	3
7692	measure	leader	effectiveness_level	3
7693	achieve	common	good	3
7694	model	result	study	5
7695	leader	trait##behavior	affect	4
7696	attain	high	level	3
7697	leadership	ask	process	3
7698	locus	leadership	manager	3
7699	team	member	organizational_outcome	3
7700	assessment	follower	development	13
7701	stronger	identification	leader	3
7702	north	america	europe	3
7703	result	leader##follower	transaction	3
7704	follower	value	identity	4
7705	leader	rating	follower	22
7706	refer	relational	approach	3
7707	plan	implementation	evaluation	5
7708	relational	dynamics	vast	3
7709	relationship	outcome	contexts	3
7710	subject	distinguishable	object	3
7711	organization	learn	organization	4
7712	andersen	chen	self	3
7713	communicate	face	relation	3
7714	process	involve	create	3
7715	attachment	theory	leadership	3
7716	believe	people	motivated	3
7717	term	effectiveness_level	organization	3
7718	leader	behavior	supportive	4
7719	bien	relationship	development	3
7720	leader	collaborator	change	3
7721	group	member	willing	3
7722	positive	structure	problem	3
7723	increase	need	closure	3
7724	help	group	member	5
7725	preference	independence	self##directedness	5
7726	relationship	laissez##faire	leadership	13
7727	leadership	reliance	tie	3
7728	manager	influence	tactic	3
7729	leader	display	frequent	3
7730	variable	basic	prerequisite	3
7731	there	multiple	way	3
7732	relative	effectiveness_level	leader	13
7733	invent	produce	manage	3
7734	solution	proposal	critical	4
7735	moderate	level	leader	3
7736	leadership	process	define	3
7737	woman	attain	leadership	3
7738	organizational	leadership	theory	5
7739	external	monitoring	represent	3
7740	leadership	affective	commitment	3
7741	base	leadership	emphasize	3
7742	commitment	follower	self##rating	4
7743	approach	call	entity	3
7744	leadership	corporate	social	10
7745	member	expect	contribute	4
7746	encourage	employee	safety	3
7747	vroom##yetton	normative	decision	3
7748	greater	lesser	degree	5
7749	organization	decide	change	3
7750	build	high##characteristic	relationship	3
7751	innovation	organizational	learning	6
7752	relational	approach	network	3
7753	influence	national	culture	3
7754	competence	benevolence	integrity	3
7755	leadership	behavior	assume	4
7756	construction	emanate	rich	3
7757	frequency	identification	adoption	6
7758	theory	building	traditional	3
7759	broader	contexts	section	3
7760	transformational_leadership_theory	transactional_transformational_leadership_model	affective	5
7761	exhibit	behavior	reflective	3
7762	view	multiple	reality	3
7763	follower	perform	expectation	4
7764	confidence	human	resource	3
7765	occur	leader##follower	develop	7
7766	i	ii	group	3
7767	leader	anxious	ambivalent	5
7768	develop	high##characteristic	trust	3
7769	high##characteristic	trust	work	3
7770	leadership	improve	school	3
7771	characteristic	task	environment	5
7772	situational	contingency	moderate	3
7773	improvidence	plan	implementation	3
7774	relational	approach	relational	7
7775	house	shane	herold	3
7776	leadership	relational	property	5
7777	directive	leadership	participant	3
7778	delegation	leadership	style	4
7779	view	leadership	political	3
7780	contingent	reward	transactional_transformational_leadership_model	3
7781	restrict	leadership	hierarchical	3
7782	leader	function	interact	3
7783	historical	cultural	contexts	3
7784	related	leadership	style	6
7785	informal	athlete	leader	4
7786	separate	managerial	activity	3
7787	position	leadership	style	3
7788	leadership	emergence	effectiveness_level	22
7789	resource	department	partner	3
7790	secure	attachment	relationship	3
7791	americans	caucasian	americans	3
7792	generate	high	degree	3
7793	dynamic	bonding	congruency	3
7794	climate	support	innovation	3
7795	individual	embed	offer	3
7796	subordinate	lack	control	3
7797	set	leadership	behavior	3
7798	network	theory	extension	3
7799	perceptual	depersonalization	produce	3
7800	project	success	project	3
7801	possibility	common	method	4
7802	standpoint	resistance	change	3
7803	elect	appoint	leader	3
7804	team	learning	application	4
7805	i	phase	ii	4
7806	vertical_dyad_linkage_theory	characteristic	vertical_dyad_linkage_theory	4
7807	approach	future	follower	5
7808	relationship	team	leader	6
7809	theoretical	foundation	original	3
7810	positive	negative	emotion	4
7811	include	change_transformation_oriented	grow	3
7812	combination	theoretical	modeling	3
7813	high##characteristic	vertical_dyad_linkage_theory	relationship	40
7814	relationship	occur	broader	3
7815	sportsmanship	courtesy	civic	4
7816	identification	benefit	supply	5
7817	physical	fitness	flow	3
7818	articulate	inspiring	approach	4
7819	leader	true	transformational	3
7820	good	group	organization	4
7821	leader	non##similar	previous	3
7822	individual	higher	level	5
7823	follower	organizational_outcome	charismatic_leadership_theory	3
7824	challenge	identify	relational	3
7825	hosking	subject	object	3
7826	self	interchangeable	exemplar	3
7827	justify	mission	appealing	3
7828	redundancy	authentic_leadership_theory	questionnaire	3
7829	individual	consideration	intellectual	4
7830	manager	human	resource	28
7831	approach	see	leadership	3
7832	charismatic_leadership_theory	leader	conceptual	3
7833	influence	relationship	leader	10
7834	relate	construe	reference	3
7835	review	i	present	3
7836	political	process	participant	3
7837	relationship	transactional	transformational_leadership_theory	3
7838	argue	leadership	construct	3
7839	construct	entity	approach	3
7840	trait	effective	leadership	6
7841	group	agreement	perception	5
7842	team	climate	team	8
7843	direct	indirect	influence	4
7844	social	bond	relationship	3
7845	reflect	degree	leader	4
7846	criterion	focus	affective	4
7847	guideline	evidence##base	practice	3
7848	element	emotional	intelligence	3
7849	typical	leader	behavior	3
7850	centralize	leadership	activity	3
7851	glue	hold	organization	4
7852	sustainable	competitive	advantage	14
7853	high##task	low##relationship	quadrant	3
7854	mental	health##related	outcome	3
7855	leadership	performance	boundary	3
7856	cognitive	model	empowerment	4
7857	explain	triad	form	3
7858	follower	work	engagement	3
7859	study	document	positive	3
7860	transform	follower	personal	3
7861	role	make	examine	3
7862	non##contingent	leader	behavior	4
7863	model	interaction	traditional	3
7864	inspiring	follower	organizational_outcome	3
7865	leader	behavior	focus	7
7866	leader	behavior	charismatic_leadership_theory	8
7867	constructionism	assume	relational	3
7868	dynamics	space	permit	3
7869	remark	critical	remark	5
7870	link	corporate	social	3
7871	in##group	prototypical	characteristic	3
7872	safety	climate	perception	5
7873	solution	difficult	problem	3
7874	leadership	style	effectiveness_level	7
7875	relevant	information	diverse	3
7876	leadership	public	relation	8
7877	organizing	tend	focus	3
7878	inspirational	communication	intellectual	4
7879	promote	collective	welfare	3
7880	empower	decision	procedure	3
7881	behavior	relevant	effective	9
7882	organizational_outcome	set	non##transfer	3
7883	technological	uncertainty	project	4
7884	organizational	commitment	play	3
7885	subordinate	response	subordinate	3
7886	leader##member	dyad	leadership	4
7887	appeal	aesthetic	sensibility	3
7888	study	investigate	role	3
7889	intelligence	emotional	intelligence	4
7890	evidence	charismatic_leadership_theory	leader	3
7891	effectiveness_level	leader	trait	19
7892	transactional_transformational_leadership_model	positive	organizational_outcome	3
7893	factor	analysis	multifactor	4
7894	ethical	level	organization	6
7895	organizational_outcome	approach	communication	5
7896	average	level	vertical_dyad_linkage_theory	7
7897	idea	process	product	4
7898	predict	leadership	style	4
7899	organizational_outcome	follower	charismatic_leadership_theory	3
7900	score	prefer	co##worker	5
7901	team	member	result	5
7902	relational	approach	implication	3
7903	process	leadership	performance	3
7904	loyalty	display	engender	3
7905	member	perception	leader	7
7906	member	contrast	traditional	3
7907	organizational_outcome	follower	trust	6
7908	result	basic	social	3
7909	suggest	leadership	style	7
7910	theory	value	leader	4
7911	organizational_outcome	charismatic_leadership_theory	transformational_leadership_theory	3
7912	set	motion	model	3
7913	leader##member	attribution	process	3
7914	style	characteristic	person	3
7915	vertical	triad	consistent	3
7916	moderate	relationship	leader	23
7917	global	compositional	compilational	4
7918	affective	behavioral	organizational_outcome	3
7919	constitute	social	structure	3
7920	theory	leadership	present	3
7921	identify	social	identity	3
7922	object	relation	theory	9
7923	leadership	effectiveness_level	contingent	4
7924	achieve	knowledge	influence	3
7925	effectiveness_level	charismatic_leadership_theory	leader	8
7926	emotion	leader	behavior	3
7927	base	social	exchange	6
7928	perception	leadership	emergence	4
7929	theory	theory	give	3
7930	work	unit	department	6
7931	high	level	physical	3
7932	domain	discourse	call	3
7933	job	stressor	related	3
7934	leader	behavior	literature	3
7935	participative	leadership	model	4
7936	set	player	larger	3
7937	actor	present	model	3
7938	follower	support	change	3
7939	influence	group	performance	5
7940	team	member	relative	3
7941	human	resource	generalist	8
7942	social	construction	leadership	12
7943	social	network	organizational_outcome	3
7944	leader	work	unit	8
7945	implicit	explicit	trait_approach	31
7946	influence	development	authenticity	3
7947	current	theory	model	3
7948	result	provide	support	8
7949	trait	honesty	integrity	3
7950	attention	characteristic	type	3
7951	feedback	basic	unit	3
7952	leader	support	employee	3
7953	perception	leader	extraordinary	3
7954	understanding	methodology	provide	3
7955	leader	behavior	situational	6
7956	term	style	characteristic	3
7957	uncomfor	entity	researcher	3
7958	performance	emphasis	flexibility	6
7959	leadership	embed	context	4
7960	leader##follower	congruence	approach	6
7961	individualize	consideration	emerge	3
7962	trust	non##autocratic	leader	3
7963	management	discourse	term	3
7964	p	oriented	behavior	3
7965	decision	feasible	set	3
7966	political	theory	hereditary	3
7967	leader	label	true	4
7968	interorganizational	business	process	5
7969	study	three	dimension	3
7970	role	set	role	3
7971	new	product	development	3
7972	hero	myth	focus	3
7973	trust	leader	consider	3
7974	compatible	seek	satisfy	3
7975	payback	shareholder	valuation	4
7976	several	empirical	study	3
7977	process	leadership	emerge	3
7978	prediction	specific	combination	3
7979	leadership	higher	level	3
7980	formal	report	relationship	5
7981	problem	decision	prior	3
7982	act	organize	contribute	4
7983	brown	levinsons	theory	5
7984	level	group	climate	4
7985	unique	person	important	3
7986	objective	measure	leadership	8
7987	method	method	interpersonal	3
7988	lead	achievement	group	4
7989	communicate	compelling	approach	3
7990	organization	include	leader	3
7991	contrast	social	identity	3
7992	relationship	transformational_leadership_theory	individualize	3
7993	social##emotional	leadership	role	3
7994	institute	social	change	3
7995	creative	work	process	3
7996	surround	conceptual	definition	3
7997	function	develop	explore	3
7998	affect	extent	charismatic_leadership_theory	3
7999	core	actor	network	3
8000	leadership	organizational	commitment	3
8001	demonstrate	leader	commitment	3
8002	front##line	supervisor	employee	3
8003	value	share	follower	3
8004	empowerment	autonomy	gender	3
8005	reliable	information	group	3
8006	antecedent	vertical_dyad_linkage_theory	play	3
8007	ask	process	leadership##management	3
8008	executive	officer	ceo	3
8009	behavior	measure	subordinate	3
8010	vivid	symbolize	embody	3
8011	citizenship	behavior	relationship	5
8012	mutual	respect	trust	5
8013	relationship	leader	participant	3
8014	behavior	individual	leader	5
8015	high	level	performance	8
8016	consistent	ritter	lord	3
8017	positive	moderator	contingent	4
8018	activate	higher	order	6
8019	general	leadership	literature	3
8020	substitute	leader	behavior	7
8021	rule	procedure	web	3
8022	understanding	differ	theory	3
8023	strongest	predictor	bullying	4
8024	avenue	explore	relational	3
8025	argue	leadership	style	9
8026	construe	response	satisfaction	3
8027	concern	people	concern	6
8028	coronary	heart	disease	3
8029	social	order	construct	6
8030	facilitation	manager	peer	4
8031	framework	match	style	3
8032	current	position	level	3
8033	charismatic_leadership_theory	leader	approach	6
8034	post	modern	point	3
8035	social	identity	group	8
8036	quantity	follower	performance	3
