	gram_1	gram_2	Freq
19949	mayo	pastor	3
19950	notion	consistent	4
19951	implication	manager	6
19952	result	employee	4
19953	work	relational	3
19954	stress	depression	3
19955	level	hierarchical	3
19956	job	organisation	3
19957	form	base	4
19958	priority	condition	3
19959	serve	purpose	8
19960	compliance	influence	5
19961	scientific	observer	3
19962	leadership	high##performance	3
19963	kind	relationship	7
19964	opportunity	threat	10
19965	domain	consider	4
19966	information	decision##make	3
19967	task##oriented	group	3
19968	relationship	output	3
19969	influence	follower	136
19970	critical	leader	3
19971	exert	extra	8
19972	correlational	analysis	4
19973	style	relational	3
19974	problem	aspect	3
19975	propose	influence	3
19976	action	charismatic_leadership_theory	6
19977	staff	meeting	8
19978	process	changing	3
19979	reliability	effectiveness_level	9
19980	grand	theory	3
19981	additional	construct	4
19982	increase	attribution	3
19983	characteristic	possess	3
19984	meet	agree	3
19985	desirable	trait	6
19986	external	partner	3
19987	behavioral	measure	6
19988	service	company	4
19989	make	difference	6
19990	link	perceive	6
19991	school	climate	17
19992	aspect	subordinate	8
19993	rol	approach	11
19994	organizational	practice	11
19995	interpret	leadership	5
19996	dominant	time	3
19997	fiedler	suggest	6
19998	association	vertical_dyad_linkage_theory	10
19999	include	nature	5
20000	formal	structure	19
20001	benefit	coaching	4
20002	exist	follower	4
20003	leader##group	social	3
20004	centralization	decision##make	4
20005	complex	dynamic	4
20006	i	leader	8
20007	result	offer	5
20008	bureaucratic	organization	9
20009	neutral	average	3
20010	comparison	leader	4
20011	occur	role	6
20012	il	sung	3
20013	number	outcome	4
20014	vertical_dyad_linkage_theory	affect	4
20015	change	organizational	22
20016	transformational_leadership_theory	add	4
20017	tactic	organizational_outcome	3
20018	gender	composition	19
20019	place	leadership	4
20020	sense	responsibility	4
20021	subordinate	self##report	3
20022	innovative	approach	6
20023	potential	gender	3
20024	institution	develop	4
20025	behavior	conceptualize	5
20026	improvement	journey	6
20027	transformational_leadership_theory	rating	3
20028	base	leadership	40
20029	behavior	drive	3
20030	aim	test	3
20031	leader	build	30
20032	move	construction	3
20033	leader	ideological	3
20034	communication	level	3
20035	construct	entity	3
20036	introduction	background	7
20037	vertical_dyad_linkage_theory	scale	6
20038	positive	reaction	4
20039	affect	evaluation	3
20040	school	identify	3
20041	experience	negative	12
20042	people	assume	4
20043	achieve	enterprise	3
20044	theory	understand	15
20045	leadership	highest	3
20046	task	group	28
20047	process	highlight	4
20048	communication	individual	3
20049	situational_contingency_theory	blake##mouton_managerial_grid_model_leadership	3
20050	situation	fundamental	3
20051	preference	autonomy	18
20052	follower	close	4
20053	specific	organization	7
20054	manager	supervisor	8
20055	enhance	safety	4
20056	weak	small	3
20057	group##oriented	attitude	3
20058	promote	protect	3
20059	gentle	kind	3
20060	effective	leadership	293
20061	influence	nurse	4
20062	study	scale	5
20063	psychological	condition	3
20064	attachment	neuroticism	4
20065	design	structure	4
20066	vary	characteristic	3
20067	poor	performer	5
20068	accept	group	7
20069	group	generate	9
20070	project	design	3
20071	compare	high	3
20072	provide	service	3
20073	predefin	role	3
20074	expect	low	4
20075	normative	informational	4
20076	self	shift	3
20077	commitment	high	3
20078	concept	social	3
20079	actual	state	11
20080	team	understand	3
20081	system	context	3
20082	business	scope	3
20083	femininity	masculinity	3
20084	human	life	3
20085	trust	reciprocal	3
20086	consideration	moderator	3
20087	study	exception	4
20088	behavior	directive	5
20089	solving	structure	4
20090	leadership	prove	4
20091	literature	institutional	3
20092	team	average	6
20093	perception	psychological	3
20094	mediate	relationship	95
20095	theory	expect	8
20096	number	style	3
20097	set	moment	3
20098	task	assessment	6
20099	group	differ	10
20100	affect	dependent	3
20101	minority	influence	3
20102	effective	function	5
20103	mediate	organizational_outcome	41
20104	student	voice	4
20105	relationship	manager##employee	4
20106	safety	relate	9
20107	reality	group	7
20108	executive	need	5
20109	affect	weaker	3
20110	situational	leader	16
20111	organizational	benefit	5
20112	learn	social	5
20113	organizational	rational	3
20114	successful	company	5
20115	relationship##oriented	focus	6
20116	study	time	3
20117	definition	effective	3
20118	idea	knowledge	6
20119	session	group	3
20120	component	follower	5
20121	americans	view	3
20122	part	approach	4
20123	diverse	sample	7
20124	predict	participative	4
20125	cross##cultural	difference	6
20126	process	person	5
20127	willing	confident	5
20128	advanced	house	3
20129	high	sense	5
20130	consideration	high	6
20131	factor	principal	3
20132	evaluate	organizational_outcome	7
20133	focus	monitor	4
20134	study	produce	4
20135	include	moral	3
20136	leadership	correlate	6
20137	finding	document	3
20138	sweden	norway	3
20139	group	maintenance	3
20140	study	advance	4
20141	reduce	stress	11
20142	relationship	management	9
20143	model	high	7
20144	study	mention	4
20145	organizational	demand	3
20146	bridg	tie	3
20147	behavior	lower##level	3
20148	wage	promotion	4
20149	situational_contingency_theory	theory	5
20150	low	high	17
20151	student	practice	3
20152	present	test	3
20153	demonstrate	high	16
20154	process	greater	5
20155	trait	independent	3
20156	call	membership	17
20157	continuance	commitment	29
20158	ability	evoke	4
20159	behavioral	implication	3
20160	literature	leader	11
20161	condition	behavior	4
20162	extensive	leadership	3
20163	basis	review	6
20164	relationship	manager	21
20165	transactional_transformational_leadership_model	transformational_leadership_theory	23
20166	define	job	3
20167	sense	connection	6
20168	knowledge	individual	7
20169	desire	actual	4
20170	follower##leader	behavior	7
20171	electronic	integration	15
20172	rating	intellectual	3
20173	implement	knowledge	3
20174	live	laboratory	3
20175	exist	explore	3
20176	derive	average	3
20177	style	draw	5
20178	nursing	profession	6
20179	model	major	4
20180	tend	give	3
20181	relate	charismatic_leadership_theory	4
20182	reliable	information	3
20183	leadership	advocate	4
20184	self##assessment	leader	3
20185	rate	group	3
20186	follower	authenticity	3
20187	item	multifactor	8
20188	school	performance	4
20189	service	agency	7
20190	potential	substitute	3
20191	condition	study	4
20192	argue	trust	4
20193	select	decision	4
20194	receive	exposure	3
20195	employee	identification	3
20196	link	higher	4
20197	success	learn	3
20198	leadership	break	3
20199	business	military	3
20200	actual	process	3
20201	framework	match	4
20202	relation	andersen	3
20203	process	manage	3
20204	self##concept	extent	4
20205	transactional_transformational_leadership_model	view	6
20206	salespeople	report	4
20207	objective	value	3
20208	appraisal	experience	3
20209	performance	individual##level	3
20210	unfinished	revolution	3
20211	future	action	4
20212	status	organizational_outcome	3
20213	stand	out	6
20214	concern	maintain	3
20215	motivate	team	8
20216	identify	inspirational	5
20217	consultation	inspirational	3
20218	lead	reflect	4
20219	emphasize	follower	5
20220	simple	domain	4
20221	related	subordinate	10
20222	linkage	establish	3
20223	add	additional	4
20224	characteristic	servant	3
20225	suggest	organizational	7
20226	potency	contribute	3
20227	stressor	individual	3
20228	process	human	3
20229	general	discussion	4
20230	identity	perceive	4
20231	turn	contribute	3
20232	individual	follower	26
20233	enhance	learn	3
20234	work	matter	3
20235	concerned	people	4
20236	work	define	11
20237	responsibility	include	4
20238	differ	traditional	4
20239	autocratic	considerate	3
20240	relationship	key	7
20241	base	consideration	4
20242	employee	engagement	15
20243	practice	expect	3
20244	commitment	predictor	3
20245	include	member	5
20246	act	out	4
20247	subordinate	ability	5
20248	inspire	trust	4
20249	leadership	kind	5
20250	hedge	olkin	3
20251	process	unfold	5
20252	employee	assistance	4
20253	variable	determine	8
20254	researcher	explore	9
20255	ensure	compliance	4
20256	internalization	group	3
20257	economic	characteristic	3
20258	capture	complex	3
20259	conclusion	leader	5
20260	develop	testing	3
20261	employee	employer	3
20262	national	culture	70
20263	require	involvement	3
20264	test	potential	7
20265	style	matter	3
20266	provide	framework	11
20267	style	define	10
20268	exit	group	3
20269	people	man	3
20270	service	institute	5
20271	secondary	school	12
20272	worker	leadership	5
20273	promote	employee	8
20274	role	effective	6
20275	cascade	leadership	5
20276	employee	direct	4
20277	approach	laissez##faire	3
20278	organization	suggest	9
20279	transformational_leadership_theory	comprise	6
20280	share	decision##make	10
20281	relational	self##identity	6
20282	structure	satisfaction	9
20283	value	life	3
20284	prototypical	member	16
20285	level	activity	4
20286	present	unifying	3
20287	degree	feedback	4
20288	environmental	influence	6
20289	implication	first	3
20290	division	labor	7
20291	time	question	3
20292	practical	recommendation	3
20293	driver	corporate	6
20294	context	result	6
20295	leader	negation	4
20296	activate	relational	4
20297	membership	characteristic	3
20298	level	hand	3
20299	interaction	follower	12
20300	represent	team	5
20301	self	direct	3
20302	negative	relationship	67
20303	service	product	7
20304	skill	sense	3
20305	model	facilitate	3
20306	conscious	awareness	3
20307	include	individualize	3
20308	i	result	12
20309	relevant	question	3
20310	recognize	existence	3
20311	outcome	satisfaction	7
20312	ethical_leadership_theory	corporate	8
20313	work	contemporary	3
20314	single	study	4
20315	predictor	bullying	6
20316	willingness	accomplish	3
20317	hypotheses	link	3
20318	contribution	behavior	3
20319	organizational_outcome	management	8
20320	change	motivation	3
20321	transformational_leadership_theory	contribute	7
20322	succession	case	3
20323	require	people	3
20324	allow	comparison	3
20325	religious	ethic	3
20326	enact	superior	3
20327	feeling	reasoning	3
20328	subordinate	action	3
20329	task##oriented	subordinate	3
20330	leader	adept	10
20331	construct	leader	10
20332	ethical	conduct	30
20333	vertical_dyad_linkage_theory	transformational_leadership_theory	16
20334	prominent	role	5
20335	salespeople	believe	3
20336	future	behavior	7
20337	perception	stress	3
20338	duty	owe	3
20339	process	complex	7
20340	leader	capacity	8
20341	theoretical	integration	9
20342	identification	solution	6
20343	objective	paper	5
20344	moderate	leader	14
20345	developmental	level	72
20346	personal	work	5
20347	nature	link	3
20348	influence	ethical	18
20349	decision	affect	8
20350	term	development	6
20351	follower	collective	11
20352	obedience	leader	3
20353	contribution	study	7
20354	nature	group	10
20355	select	set	6
20356	time	leadership	11
20357	need	perform	9
20358	favorableness	dimension	3
20359	organization	power	4
20360	variety	situation	7
20361	qualitative	article	3
20362	display	warmth	4
20363	study	transformational_leadership_theory	36
20364	proposition	path##organizational_outcome	3
20365	future	study	72
20366	cope	strategy	5
20367	leadership	transformation	3
20368	information	share	22
20369	challenging	follower	7
20370	style	anonymity	9
20371	include	emotional	5
20372	relevant	leadership	30
20373	need	reward	3
20374	first	individual	3
20375	approach	reflect	14
20376	relationship	leader##follower	94
20377	outcome	consistent	4
20378	behavior	converge	3
20379	ritual	symbol	3
20380	creative	activity	3
20381	represent	degree	3
20382	data	set	20
20383	laboratory	experiment	36
20384	cooperation	help	3
20385	relation	group	14
20386	role	woman	8
20387	woman	i	5
20388	accomplish	objective	11
20389	operate	out	4
20390	group	product	3
20391	utility	construct	4
20392	study	successful	4
20393	woman	hold	4
20394	encourage	divergent	3
20395	constitute	social	3
20396	lack	relationship	4
20397	hierarchical	leadership	22
20398	knowledge	sufficient	4
20399	member	reflect	6
20400	value	compare	3
20401	theory	discuss	12
20402	emergence	leadership	50
20403	satisfaction	organizational	37
20404	stage	process	8
20405	incident	vulnerable	5
20406	relationship	interact	4
20407	strategic	human	13
20408	develop	refine	4
20409	understanding	participatory	3
20410	attempt	follower##leader	3
20411	transactional_transformational_leadership_model	motivate	4
20412	satisfied	democratic	7
20413	apply	development	3
20414	ongoing	basis	3
20415	task	subordinate	10
20416	improvement	capacity	3
20417	process	represent	3
20418	differentiate	dyadic	5
20419	individual	align	3
20420	maker	element	3
20421	way	need	3
20422	out	leadership	7
20423	context	discussion	4
20424	capacity	develop	4
20425	strategy	organization	4
20426	self##concept	compose	3
20427	examine	three	5
20428	attribution_theory_leadership	content	6
20429	hold	organization	5
20430	non##hierarchical	relationship	3
20431	effectiveness_level	relationship	4
20432	supervisor	display	4
20433	characteristic	power	3
20434	nature	vertical_dyad_linkage_theory	5
20435	evaluate	teaching	3
20436	response	challenge	3
20437	interpersonal	process	17
20438	lean	literature	3
20439	query	manager	3
20440	effectiveness_level	organizational_outcome	7
20441	non##contingent	leader	4
20442	unit	result	6
20443	analysis	identify	7
20444	team	improve	5
20445	operational	managerial	3
