	gram_1	gram_2	gram_3	Freq
4492	consistent	epistemology	objective	3
4493	performance	cross	functional	4
4494	perceive	interact	process	3
4495	hope	contribute	create	3
4496	individual	leader	focus	4
4497	achievement	special	contribution	3
4498	model	team	member	3
4499	resource	department	lose	3
4500	corporate	culture	value	3
4501	provide	reward	exchange	3
4502	relationship	development	attempt	3
4503	examine	leader	store	3
4504	description	write	rule	3
4505	increase	term	job	6
4506	man	lead	major	3
4507	basis	theory	reality	3
4508	approach	problem	solving	6
4509	task	underlying	flexibility	3
4510	responsibility	lie	collective	3
4511	work	group	member	3
4512	concept	distinct	construct	3
4513	relational	leadership	adopt	3
4514	individual	user	disseminate	6
4515	leader	label	true	4
4516	violate	relationship	threaten	3
4517	school	size	student	4
4518	constructionism	attempt	raise	3
4519	display	express	confidence	3
4520	theory	building	testing	3
4521	contagion	positive	negative	3
4522	communication	process	dialogue	3
4523	transformational	transactional	leadership	10
4524	enhance	firm	performance	5
4525	control	communication	integration	5
4526	reaction	presence	living	3
4527	individual	dyad	group	11
4528	positive	leadership	development	3
4529	gender	sex	difference	3
4530	interaction	constitute	managerial	3
4531	exemplary	approach	implementation	7
4532	strategy	corporate	social	3
4533	principal	develop	country	8
4534	theory	evidence	suggest	3
4535	view	structure	model	3
4536	contribution	recognize	participant	3
4537	gender	difference	leadership	4
4538	leader	charge	event	3
4539	participant	hosking	process	3
4540	standard	shape	follower	3
4541	leader	display	behavior	7
4542	anxious	ambivalent	adult	3
4543	disruption	daily	change	3
4544	lord	extend	sense	3
4545	natural	man	event	3
4546	factor	job	demand	4
4547	relationship	employee	cynicism	5
4548	distinct	construct	relational	3
4549	renew	woman	movement	4
4550	transformational	transactional	nonleadership	4
4551	procedural	fairness	affect	3
4552	leader	creativity	innovation	3
4553	team	member	feel	12
4554	individual	embed	offer	3
4555	behavior	display	leader	3
4556	role	top	management	5
4557	sense	word	relationship	3
4558	relational	process	emerge	3
4559	engage	bullying	behaviour	7
4560	lead	positive	job	3
4561	focus	leader	member	6
4562	form	emergence	theory	4
4563	benefit	supervision	subordinate	3
4564	feel	sense	obligation	6
4565	leader	transmit	value	3
4566	argue	need	understand	3
4567	school	improvement	journey	5
4568	leader	trust	support	3
4569	female	male	leader	7
4570	teacher	work	life	4
4571	value	interest	relation	3
4572	inquiry	action	science	3
4573	term	methodology	assume	3
4574	consider	create	change	3
4575	devolution	human	resource	3
4576	capture	knowledge	asset	3
4577	policy	procedure	practice	4
4578	marker	leader	ability	6
4579	contrast	consider	relationship	3
4580	extension	network	recognize	3
4581	follower	burnout	stronger	4
4582	knowledge	view	property	3
4583	problem	solving	monitoring	4
4584	interaction	dynamics	future	3
4585	network	theory	approach	3
4586	knowledge	creation	theory	9
4587	social	identity	interpersonal	3
4588	process	underlying	social	3
4589	benefit	hollander	model	3
4590	teacher	role	performance	4
4591	middle	manager	perceive	5
4592	differentiation	team	member	3
4593	negative	moderator	contingent	5
4594	layer	organizational	knowledge	3
4595	strength	gain	broader	3
4596	leadership	responsibility	lie	3
4597	time	pressure	increase	3
4598	related	relational	process	3
4599	split	group	analysis	8
4600	building	work	view	3
4601	hosking	subject	object	3
4602	perform	leadership	role	4
4603	interest	sake	organization	6
4604	argue	corporate	social	3
4605	work	experience	employee	3
4606	student	academic	social	3
4607	outsider	knowledge	specific	3
4608	behavior	discuss	deal	3
4609	supervisor	influence	employee	5
4610	organization	ongoing	multiple	3
4611	high	ability	willingness	5
4612	leader	progress	consideration	3
4613	group	member	participate	4
4614	safety	high	organization	3
4615	emphasis	communication	language	3
4616	emerge	view	leadership	3
4617	pay	attention	measure	3
4618	anxious	attachment	neuroticism	4
4619	leadership	centralization	power	4
4620	application	learning	theory	3
4621	provide	access	information	3
4622	distant	future	approach	3
4623	leader	physical	fitness	4
4624	strong	need	closure	3
4625	social	category	collective	3
4626	leadership	form	network	3
4627	provide	example	kind	3
4628	achievement	construct	sequence	3
4629	discourse	analysis	methodology	3
4630	process	structure	social	3
4631	encompass	action	develop	3
4632	leadership	influence	team	3
4633	require	standard	reliability	3
4634	define	characteristic	ability	3
4635	relational	understanding	methodology	3
4636	employee	express	stronger	4
4637	objective	measure	performance	6
4638	relationship	lie	mind	3
4639	change	larger	socioeconomic	3
4640	explain	specific	follower	3
4641	leadership	contribute	process	3
4642	leadership	embed	context	4
4643	team	knowledge	share	8
4644	smaller	power	distance	3
4645	model	mediate	relationship	3
4646	work	relational	recognize	3
4647	supply	chain	business	3
4648	social	behavioral	science	3
4649	top	management	support	7
4650	increase	decrease	negative	3
4651	staff	team	empowerment	3
4652	organization	financial	performance	3
4653	leader	display	warmth	3
4654	dynamic	embedding	leadership	3
4655	job	demand	increase	9
4656	relationship	call	researcher	3
4657	social	bond	relationship	3
4658	member	prevention	focus	3
4659	leader	provide	subordinate	4
4660	knowledge	share	tacit	4
4661	improvidence	plan	implementation	3
4662	electronic	brainstorming	context	3
4663	organizational	leadership	converge	3
4664	effective	communication	skill	4
4665	outcome	electronic	meeting	6
4666	relationship	individual	independent	3
4667	follower	organizational	citizenship	6
4668	project	global	leadership	5
4669	lie	context	relationship	3
4670	manager	related	employee	3
4671	knowledge	creation	participant	3
4672	living	body	source	3
4673	reality	leadership	interpret	3
4674	attribution	identification	process	7
4675	negative	form	leadership	3
4676	member	intention	share	3
4677	relational	process	consider	3
4678	theory	need	closure	3
4679	share	emphasis	communication	3
4680	generate	overall	work	3
4681	problem	solving	approach	4
4682	proliferation	leadership	approach	3
4683	philosophical	underpinnings	methodology	3
4684	member	exchange	theory	16
4685	practice	problem	solving	3
4686	tap	fundamental	spiritual	3
4687	relationship	leader	employee	9
4688	school	leadership	approach	3
4689	term	relationship	social	3
4690	behavior	relevant	situation	4
4691	process	combine	approach	3
4692	positive	psychological	capital	10
4693	discussion	entity	view	3
4694	failure	meet	standard	3
4695	management	understand	individual	3
4696	relationship	human	resource	3
4697	applicable	leader	organization	3
4698	individual	perception	behavior	3
4699	respect	ontology	epistemology	3
4700	individual	entity	distinguished	3
4701	term	business	engage	3
4702	explain	relationship	basis	3
4703	relation	trust	leadership	3
4704	construe	reference	person	3
4705	leadership	relationship	view	3
4706	anonymity	moderate	reward	4
4707	swedish	middle	manager	3
4708	difference	employee	group	6
4709	interaction	social	represent	3
4710	system	interdependent	recognize	3
4711	leader	spend	time	3
4712	need	renew	woman	3
4713	value	teacher	leadership	3
4714	structuring	organize	view	3
4715	workplace	alcohol	consumption	21
4716	receive	exposure	kind	3
4717	uncertainty	reduction	function	4
4718	theory	apply	organization	3
4719	team	unit	organizational	10
4720	agency	start	process	3
4721	key	supply	chain	3
4722	leader	core	value	3
4723	specific	sense	construe	3
4724	understanding	relationship	person	3
4725	understanding	apply	organizational	3
4726	psychological	merge	group	5
4727	actor	affective	state	4
4728	leader	multiple	identity	3
4729	work	assignment	procedure	3
4730	data	apply	omnibus	4
4731	value	altruistic	love	6
4732	component	turn	perceive	4
4733	innovativeness	knowledge	share	3
4734	role	situation	leadership	3
4735	leader	perform	situation	3
4736	people	man	woman	3
4737	produce	implication	leadership	3
4738	leader	seek	meet	3
4739	female	educational	leader	3
4740	job	control	physical	3
4741	approach	leadership	develop	3
4742	issue	multiple	approach	8
4743	advantage	enterprise	resource	3
4744	concept	simmelian	tie	3
4745	process	consultation	subordinate	3
4746	service	work	process	3
4747	handle	variability	form	3
4748	share	influence	superior	3
4749	implicit	explicit	difference	30
4750	offer	theoretical	explanation	3
4751	meeting	expectation	valuable	3
4752	high	power	distance	51
4753	leader	rate	effective	3
4754	need	agreement	determination	3
4755	attribution	observe	behavior	3
4756	idiosyncrasy	credit	model	3
4757	social	system	similarity	3
4758	hand	house	explain	3
4759	management	implementation	manager	3
4760	sociology	political	science	3
4761	traditional	model	interpersonal	3
4762	resemble	couple	department	3
4763	leadership	ask	process	3
4764	characterize	high	power	8
4765	term	leadership	network	3
4766	transactional	form	passive	3
4767	greater	understanding	manage	3
4768	competence	commitment	benefit	5
4769	coaching	support	delegate	4
4770	difference	group	consider	3
4771	process	lead	outcome	3
4772	relationship	service	performance	3
4773	theory	organizational	member	3
4774	develop	theory	leadership	4
4775	motivate	creativity	relevant	3
4776	reference	relate	construe	3
4777	provide	relevant	information	3
4778	relate	understand	respond	3
4779	managerial	leader	attempt	3
4780	corporate	social	responsibility	385
4781	follower	leader	convert	3
4782	collect	collaborative	effort	3
4783	relational	discourse	view	3
4784	integration	leadership	key	3
4785	network	theory	integration	3
4786	task	relation	change	6
4787	create	measure	membership	3
4788	team	morale	performance	3
4789	specific	employee	stress	4
4790	social	interactionist	approach	4
4791	approach	adopt	modern	3
4792	reasoning	sensory	experience	3
4793	social	responsibility	activity	10
4794	moral	exercise	power	3
4795	engage	power	struggle	3
4796	interaction	analysis	rhetorical	3
4797	innovative	procedure	service	4
4798	people	related	relational	3
4799	employee	expose	bullying	3
4800	relational	leadership	argue	3
4801	follower	concept	influence	3
4802	relation	leadership	perception	4
4803	collaborator	actor	relationship	3
4804	collective	vehicle	group	3
4805	model	formal	informal	3
4806	leader	access	resource	3
4807	motivation	course	action	4
4808	cognitive	affective	behavioral	3
4809	staff	feeling	value	4
4810	behaviour	altruism	conscientiousness	3
4811	formal	requirement	job	3
4812	high	technology	firm	3
4813	structuring	control	theory	3
4814	involvement	organization	previous	3
4815	leader	empower	behavior	3
4816	imply	psychological	merge	3
4817	key	finding	relationship	5
4818	contribution	group	member	5
4819	metasystem	governance	function	3
4820	participant	observer	assume	3
4821	discourse	view	process	3
4822	unity	collective	se	3
4823	leader	need	display	3
4824	moderate	relationship	behavior	10
4825	omnibus	comparison	match	3
4826	personnel	outside	department	3
4827	examination	limit	snapshot	3
4828	international	society	technology	4
4829	express	appreciation	support	4
4830	demand	control	model	7
4831	primary	embedding	mechanism	5
4832	theory	leadership	construct	3
4833	construction	social	term	3
4834	competence	commitment	developmental	3
4835	leader	direct	group	3
4836	exert	effort	behalf	5
4837	distal	outcome	trust	3
4838	understanding	leadership	privileged	3
4839	attend	follower	willing	4
4840	perform	human	resource	8
4841	critical	incident	interview	4
4842	involved	leadership	relationship	3
4843	classification	leadership	approach	8
4844	understanding	relationship	leadership	3
4845	relational	activate	infuse	3
4846	analysis	develop	theoretical	3
4847	reality	lie	individual	3
4848	assessment	competence	commitment	3
4849	leadership	electronic	meeting	4
4850	articulate	clear	explain	3
4851	propose	theoretical	framework	4
4852	observe	behavior	individual	5
4853	person	oriented	behavior	6
4854	behavior	empirical	evidence	3
4855	factor	organizational	design	3
4856	set	decision	process	3
4857	turn	reduce	leader	3
4858	process	structure	apparent	3
4859	drive	form	provide	3
4860	behave	respect	develop	3
4861	evidence	behavior	related	3
4862	positive	job	attitude	7
4863	member	leader	negative	3
4864	conceive	term	categorization	3
4865	leader	vary	socialize	3
4866	behavior	motivate	sense	4
4867	trust	empowerment	delegation	3
4868	organizational	interorganizational	network	3
4869	sociological	symbolic	explanation	9
4870	characteristic	science	inform	3
4871	researcher	pay	attention	4
4872	relational	favorability	individual	3
4873	superior	subordinate	relationship	23
4874	increase	follower	commitment	3
4875	member	act	relation	3
4876	supervisor	interactive	model	22
4877	organize	way	greater	3
4878	empowerment	autonomy	gender	3
4879	underlying	mechanism	drive	3
4880	implication	structuring	leadership	3
