	gram_1	gram_2	Freq
21371	follower	productivity	3
21372	principal	country	8
21373	symptom	anxiety	4
21374	stronger	contributor	5
21375	respect	characteristic	6
21376	encourage	way	6
21377	involve	development	3
21378	team	coordination	4
21379	develop	discourse	3
21380	diverse	member	3
21381	schema	leadership	5
21382	need	basis	4
21383	turn	outcome	3
21384	improve	work	8
21385	solution	difficult	3
21386	basis	leader	6
21387	share	job	4
21388	conjunction	high	4
21389	team	player	6
21390	group	identify	14
21391	leadership	theorist	28
21392	integration	information	3
21393	high	process	8
21394	discrepancy	task	3
21395	work	constraint	3
21396	construct	focus	9
21397	social	fact	3
21398	need	feel	5
21399	generate	complete	3
21400	project	future	3
21401	western	country	22
21402	model	set	6
21403	attitude	leader	20
21404	party	manager	3
21405	upward	tie	3
21406	bureaucratic	role	3
21407	approach	life	3
21408	believe	people	15
21409	finding	interaction	3
21410	attention	organizational	4
21411	basis	individual	6
21412	exchange	involve	3
21413	leader	multiple	13
21414	domain	construct	3
21415	trust	organization	8
21416	commitment	influence	3
21417	behaviour	observe	3
21418	diversity	leader	12
21419	real	organization	5
21420	model	reflect	4
21421	perform	function	5
21422	transformational	facet	5
21423	expertise	knowledge	4
21424	demographic	diversity	11
21425	power	motive	8
21426	vroom	report	3
21427	process	raise	4
21428	behavior	turnover	3
21429	environment	encourage	5
21430	group	commitment	3
21431	sustain	performance	6
21432	appropriate	specific	3
21433	argue	develop	5
21434	hierarchy	value	6
21435	employee	greater	7
21436	opportunity	moderate	3
21437	difference	project	3
21438	influence	accomplish	5
21439	attitude	individual	6
21440	rational	influence	6
21441	subordinate	problem	3
21442	need	empirical	4
21443	difficult	identify	4
21444	shift	emphasis	4
21445	differentiate	leader	12
21446	time	war	3
21447	related	increase	6
21448	frame	realign	7
21449	poor	group	4
21450	nurse	approach	3
21451	understanding	identify	6
21452	marker	leader	7
21453	articulate	future	6
21454	lead	major	4
21455	multi	model	5
21456	increase	motivation	8
21457	differentiate	individual	3
21458	several	scholar	4
21459	evidence	available	4
21460	vary	function	14
21461	cynicism	empowerment	6
21462	people	assume	4
21463	expect	adopt	3
21464	lead	satisfaction	4
21465	issue	multiple	9
21466	identify	emulate	5
21467	causal	connection	4
21468	think	lead	3
21469	undergraduate	student	10
21470	leader	general	8
21471	network	sponsorship	6
21472	construct	encompass	3
21473	specific	cultural	4
21474	process	positive	3
21475	book	related	3
21476	decision	readiness	4
21477	principal	seek	3
21478	school	work	6
21479	participant	recognize	3
21480	situation	social	3
21481	discuss	length	3
21482	require	work	8
21483	closure	political	5
21484	job	complex	4
21485	organizational	socialization	6
21486	allow	employee	3
21487	approach	constructionist	4
21488	stress	cope	4
21489	criterion	select	6
21490	optimism	confidence	6
21491	project	champion	3
21492	ground	innovation	3
21493	organization	claim	5
21494	merger	acquisition	10
21495	expectation	leader	18
21496	predict	membership	3
21497	21st	century	13
21498	manager	gender	3
21499	trait	exhibit	3
21500	critical	leadership	4
21501	benefit	employee	5
21502	receive	greater	5
21503	contingent	social	3
21504	environmental	stressor	3
21505	formalization	inflexibility	3
21506	practice	hand	3
21507	performance	situation	7
21508	homogenous	group	5
21509	support	view	21
21510	experiential	learn	5
21511	manager	supervisor	9
21512	influence	provide	5
21513	group	staff	3
21514	interesting	difference	3
21515	expect	affect	3
21516	ongoing	development	3
21517	responsibility	high	4
21518	delegation	practice	3
21519	proposal	critical	4
21520	behavior	questionnaire	9
21521	poor	average	3
21522	concept	provide	3
21523	improve	product	3
21524	expectation	individual	6
21525	share	view	6
21526	measurement	issue	9
21527	interest	focus	8
21528	cultural	extent	3
21529	prefer	model	3
21530	mechanism	recognize	3
21531	context	job	3
21532	involve	mental	3
21533	view	share	5
21534	satisfaction	worker	5
21535	organization	consistent	3
21536	factor	solution	16
21537	component	refer	4
21538	reason	contribute	3
21539	difference	culture	6
21540	factor	outcome	6
21541	relationship	job	15
21542	regional	leadership	6
21543	set	argument	3
21544	work	avoid	3
21545	leader	female	5
21546	provide	subordinate	4
21547	consensus	value	4
21548	model	activate	6
21549	extent	characteristic	6
21550	decision	outcome	9
21551	motivation	change	5
21552	prediction	follower	4
21553	existence	leadership	5
21554	leader	participative	4
21555	culture	approach	7
21556	propose	dynamics	6
21557	strong	identification	5
21558	path	organizational	4
21559	laboratory	approach	3
21560	leader	substantial	9
21561	understanding	term	4
21562	need	leadership	63
21563	leader	live	4
21564	demonstrate	superior	3
21565	cost	reduce	3
21566	lead	prediction	4
21567	laboratory	experiment	40
21568	leader	critical	7
21569	woman	educational	6
21570	examine	interactive	5
21571	finding	explain	6
21572	emotion	motive	3
21573	contribution	task	3
21574	theory	major	4
21575	attribution	positive	3
21576	follower	subsequent	4
21577	concept	place	4
21578	regional	manager	3
21579	need	draw	3
21580	incoming	leader	3
21581	consideration	characteristic	3
21582	empirical	data	20
21583	reject	opinion	3
21584	interest	refer	3
21585	bass	multifactor	3
21586	theoretical	domain	4
21587	high	leader	43
21588	real	good	4
21589	collectivity	perception	3
21590	trust	behavior	6
21591	intrinsic	value	6
21592	task	focus	7
21593	process	task	3
21594	contrast	transactional	4
21595	affect	suggest	3
21596	practical	difficulty	3
21597	enact	subject	3
21598	procedure	routine	3
21599	share	related	7
21600	task	varied	3
21601	response	rate	6
21602	need	manager	3
21603	attempt	control	4
21604	leader	retain	3
21605	attitude	group	3
21606	private	sector	18
21607	structure	social	4
21608	conceptualize	characteristic	3
21609	identity	organization	8
21610	difference	form	4
21611	financial	performance	24
21612	interact	customer	4
21613	advancement	relationship	3
21614	manager	challenge	3
21615	relational	leadership	123
21616	positive	synergy	3
21617	enrol	nurse	15
21618	high	individual	3
21619	influence	actual	3
21620	loss	predict	3
21621	hofstede	argue	4
21622	leadership	investigate	10
21623	conduct	analysis	10
21624	finding	gender	3
21625	validate	leadership	5
21626	alternative	way	3
21627	feminine	leadership	7
21628	structural	change	3
21629	theory	management	4
21630	attend	follower	10
21631	minor	injury	5
21632	communication	integration	5
21633	identify	integrate	3
21634	leader	guide	6
21635	technology	system	3
21636	people	experience	10
21637	approach	positive	3
21638	explain	finding	10
21639	integrative	model	8
21640	compliance	authority	3
21641	relation	leader	27
21642	problem	measure	4
21643	work	dansereau	6
21644	distinguished	leadership	3
21645	follower	improve	4
21646	work	department	3
21647	demonstrate	competence	5
21648	parcel	position	3
21649	innovation	product	6
21650	accord	strong	3
21651	sacrifice	interest	5
21652	convey	negative	3
21653	negative	performance	4
21654	dynamic	characteristic	5
21655	situational	contextual	5
21656	do	approach	3
21657	esteem	social	4
21658	performance	assume	3
21659	control	outcome	7
21660	support	possibility	4
21661	development	concern	3
21662	assert	strong	3
21663	change	realistic	3
21664	need	fulfillment	34
21665	grow	need	3
21666	practice	expect	3
21667	failure	characteristic	3
21668	fundamental	understand	3
21669	group	complete	3
21670	measure	range	4
21671	change	effective	6
21672	leadership	agree	3
21673	value	emerge	3
21674	leadership	person	17
21675	understanding	permit	3
21676	context	view	4
21677	friendship	network	6
21678	strong	position	3
21679	commitment	corporate	3
21680	development	performance	7
21681	leader	identification	9
21682	leader	assess	8
21683	reference	leadership	5
21684	discussion	theory	4
21685	suggest	human	4
21686	failure	entity	3
21687	contagion	positive	6
21688	model	human	3
21689	flexibility	emphasize	6
21690	give	complex	3
21691	relationship	view	11
21692	process	performance	8
21693	characteristic	job	9
21694	experience	develop	3
21695	language	variety	3
21696	university	faculty	4
21697	understanding	transformational	5
21698	create	organizational	7
21699	process	identify	14
21700	constructionism	theorize	3
21701	variety	situation	8
21702	stimulate	creativity	6
21703	student	participation	7
21704	diversity	diverse	3
21705	build	knowledge	5
21706	reliable	information	3
21707	efect	leadership	3
21708	methodological	conceptual	5
21709	behavior	deem	3
21710	explanation	related	3
21711	phenomena	true	3
21712	facilitate	knowledge	8
21713	enthusiasm	confidence	5
21714	ability	provide	7
21715	adapt	fit	3
21716	performance	perception	6
21717	seek	discover	3
21718	anonymity	moderate	14
21719	target	delegation	3
21720	enhance	organizational	3
21721	convey	sense	3
21722	perform	standard	3
21723	behavior	characteristic	15
21724	training	job	8
21725	group	maturity	3
21726	event	organization	3
21727	enhance	creativity	7
21728	member	reduce	5
21729	performance	small	5
21730	transform	interest	3
21731	leader	rank	5
21732	communicate	protect	3
21733	context	related	4
21734	clear	organizational	4
21735	political	support	7
21736	basic	structure	3
21737	experience	frustration	4
21738	work	feedback	4
21739	program	project	14
21740	variety	style	3
21741	normative	instrumental	4
21742	support	participant	3
21743	society	link	3
21744	leader	interpret	13
21745	understanding	purpose	3
21746	perception	style	3
21747	suggest	organizational	5
21748	influence	leader	87
21749	member	stay	4
21750	facilitative	behavior	4
21751	related	development	3
21752	sense	urgency	7
21753	score	style	5
21754	empirical	investigation	33
21755	individual	search	3
21756	concept	leader	7
21757	organization	issue	3
21758	trait	dominance	3
21759	represent	framework	3
21760	provide	benefit	6
21761	build	model	3
21762	manifest	leadership	3
21763	positive	mood	14
21764	organisation	key	3
21765	feel	powerful	3
21766	knowledge	require	4
21767	moderator	individual	3
21768	dimension	set	3
21769	hold	knowledge	6
21770	high	activity	7
21771	organization	response	4
21772	acceptance	require	3
21773	high	group	14
21774	individual	strive	4
21775	influence	individual	37
21776	leader	contribute	17
21777	outcome	argue	3
21778	experience	competence	3
21779	concern	respect	3
21780	provide	theoretical	18
21781	empowerment	employee	3
21782	desire	positive	3
21783	dimension	reflect	6
21784	concept	individual	11
21785	predict	characteristic	9
21786	leadership	manifest	6
21787	support	change	14
21788	consider	situation	3
21789	survival	fitness	3
21790	benefit	examine	3
21791	function	role	10
21792	behave	leader	4
21793	business	leader	27
21794	attention	situation	3
21795	task	issue	3
21796	performance	determine	4
21797	fix	entity	3
21798	report	subordinate	3
21799	firm	evolution	7
21800	maintain	work	4
21801	leader	country	4
21802	fourth	dimension	3
21803	suggest	mature	3
21804	finding	apply	3
21805	reflect	global	4
21806	contrast	general	5
21807	define	core	5
21808	high	consider	3
21809	expect	perform	6
21810	mission	group	5
21811	personal	communication	6
21812	fiedler	state	4
21813	cost	achieve	3
21814	leader	considerable	5
21815	informal	network	7
21816	performance	experience	4
21817	success	learn	3
21818	member	knowledge	5
21819	hold	model	4
21820	knowledge	gain	3
21821	dissent	disagreement	3
21822	behavior	intend	4
21823	category	call	6
21824	environment	offer	3
21825	competency	manager	3
21826	identity	relationship	5
21827	construct	incorporate	3
21828	leadership	true	3
21829	benefit	trust	5
21830	knowledge	learn	4
21831	theory	house	5
21832	environment	system	3
21833	mediate	leadership	4
21834	dominant	approach	6
21835	predict	variety	3
21836	high	average	4
21837	motivated	learn	4
21838	staff	member	10
21839	analysis	account	3
21840	chinese	society	8
21841	measure	compare	3
21842	transcendence	conservation	3
21843	training	intervention	4
21844	supervisor	job	3
21845	leadership	do	3
21846	leadership	uncertainty	7
21847	practice	project	3
21848	authentic	emerge	3
21849	change	focus	6
21850	traditional	centralize	4
21851	intergroup	dynamics	3
21852	rating	performance	7
21853	refer	management	3
21854	leader	ego	6
21855	extreme	action	16
21856	lord	associate	7
21857	behavioral	school	4
21858	argue	trait	8
21859	leader	subsequent	4
21860	approach	commitment	3
21861	manifest	way	3
21862	interdependence	emerge	3
21863	involvement	participation	4
21864	school	related	4
21865	mediate	manager	4
21866	form	beneficial	5
21867	recent	suggest	4
21868	limit	finding	3
21869	direction	communicate	3
21870	autonomy	job	8
21871	identity	autonomy	4
21872	characteristic	related	15
21873	leader	utilize	6
21874	organization	large	8
21875	value	decision	4
21876	plan	assimilation	7
21877	follower	love	3
21878	basic	requirement	4
21879	political	scientist	7
21880	vary	group	3
21881	identify	difference	6
21882	innovation	related	10
21883	implementation	change	9
21884	motivate	influence	3
21885	tangible	language	13
21886	solving	process	7
21887	integration	knowledge	3
21888	leader	previous	8
21889	greater	information	4
21890	rating	commitment	10
21891	situation	develop	3
21892	masculine	model	5
21893	operationalize	multiple	4
21894	norm	leader	3
21895	process	broader	4
21896	concern	leadership	6
21897	indicator	organizational	5
21898	manager	receive	3
21899	construction	perceive	3
21900	leader	seek	22
21901	relationship	outside	4
21902	relation	diverse	3
21903	focus	dyad	5
21904	relationship	multifactor	3
21905	define	organization	3
21906	future	relate	3
21907	set	human	3
21908	involve	employee	17
21909	attentive	leader	3
21910	open	small	3
21911	agree	standard	3
21912	lead	feeling	6
21913	direction	term	3
21914	apply	context	3
21915	development	training	5
21916	matrix	form	3
21917	responsibility	communicate	3
21918	organization	formal	7
21919	identification	collective	4
21920	term	propose	4
21921	alternate	approach	4
